age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
34,management,married,secondary,no,367,no,no,unknown,9,jun,265,1,-1,2,unknown,no
47,management,single,primary,no,639,no,no,cellular,10,aug,204,1,-1,0,unknown,no
38,technician,divorced,tertiary,no,637,yes,no,cellular,9,may,413,2,-1,1,unknown,no
38,unknown,single,primary,no,1066,yes,yes,cellular,20,sep,145,1,-1,0,unknown,no
53,management,married,secondary,yes,2954,yes,no,cellular,4,may,67,1,361,0,failure,no
50,blue-collar,single,unknown,no,-762,yes,no,telephone,27,may,922,2,675,0,failure,no
49,blue-collar,married,secondary,no,3278,yes,no,cellular,10,jul,419,1,-1,0,unknown,no
55,retired,married,primary,no,2232,yes,no,unknown,18,apr,127,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,6738,no,no,cellular,13,apr,230,1,-1,0,unknown,no
48,unemployed,divorced,secondary,no,3883,yes,no,cellular,21,may,297,1,-1,1,unknown,no
37,management,single,secondary,no,316,no,no,cellular,19,jul,445,2,-1,0,other,no
44,unknown,married,secondary,no,-1378,no,no,cellular,25,feb,99,2,-1,3,unknown,no
39,admin.,single,primary,no,-1088,yes,no,cellular,23,feb,67,2,-1,1,unknown,no
42,blue-collar,married,secondary,no,194,yes,no,cellular,14,jun,56,3,-1,0,unknown,no
47,management,single,tertiary,no,-239,yes,no,telephone,7,mar,5,1,-1,1,unknown,no
31,technician,divorced,unknown,no,609,yes,no,unknown,4,oct,662,2,-1,0,unknown,yes
64,entrepreneur,married,tertiary,no,-7536,yes,yes,cellular,28,nov,52,2,246,1,unknown,no
29,technician,divorced,tertiary,no,-627,no,no,cellular,14,aug,52,1,-1,0,unknown,no
27,management,single,secondary,no,1807,no,no,cellular,2,apr,219,1,-1,2,unknown,no
53,technician,married,secondary,no,453,no,no,cellular,14,aug,486,2,-1,0,unknown,yes
49,blue-collar,married,tertiary,no,2439,yes,no,cellular,30,feb,177,2,816,0,unknown,no
47,management,married,tertiary,no,1776,yes,no,cellular,31,jan,467,4,-1,0,unknown,no
47,blue-collar,married,secondary,no,1024,no,no,unknown,10,jun,307,6,-1,0,unknown,no
40,blue-collar,married,tertiary,no,1130,no,no,cellular,17,jul,123,4,853,0,unknown,no
31,management,single,primary,no,-106,yes,yes,cellular,3,nov,60,1,-1,0,unknown,no
41,blue-collar,married,primary,no,828,yes,yes,cellular,18,mar,1176,6,-1,0,unknown,yes
33,technician,married,tertiary,no,2917,yes,no,unknown,10,sep,132,3,-1,1,unknown,yes
51,technician,married,unknown,no,120,yes,no,cellular,15,jun,4,1,-1,1,unknown,no
39,entrepreneur,married,secondary,no,-2454,no,no,cellular,25,jun,11,2,518,0,unknown,no
31,unknown,married,tertiary,no,4961,no,yes,cellular,5,jan,95,1,-1,0,failure,no
37,unknown,single,unknown,no,1590,yes,no,cellular,30,sep,585,4,-1,3,unknown,no
45,unemployed,married,primary,no,2990,yes,no,unknown,13,dec,543,2,-1,0,unknown,no
34,self-employed,divorced,secondary,no,415,yes,no,unknown,31,mar,31,3,-1,0,unknown,no
31,management,married,secondary,no,2008,yes,no,unknown,7,jun,397,2,-1,0,unknown,no
43,blue-collar,married,secondary,no,958,no,yes,cellular,23,may,63,3,-1,0,unknown,no
43,admin.,married,secondary,no,404,yes,no,cellular,7,jan,11,3,-1,0,unknown,no
35,services,married,tertiary,no,6855,yes,no,cellular,18,jul,81,3,421,0,unknown,no
35,retired,divorced,tertiary,no,696,yes,no,cellular,10,apr,1105,1,-1,0,unknown,yes
43,services,married,secondary,no,135,yes,yes,cellular,21,may,631,2,-1,0,unknown,no
25,retired,married,secondary,no,-324,yes,no,unknown,9,jun,67,4,-1,0,unknown,no
25,blue-collar,married,secondary,no,278,yes,no,unknown,22,jan,939,1,-1,1,unknown,no
33,services,single,secondary,no,1170,yes,no,cellular,5,jan,211,1,-1,0,success,no
38,entrepreneur,single,secondary,no,499,no,no,cellular,16,apr,94,2,-1,1,unknown,no
44,management,single,secondary,no,-542,yes,yes,unknown,13,jul,31,5,-1,0,failure,yes
57,entrepreneur,married,tertiary,no,2330,no,no,cellular,12,dec,188,7,-1,0,unknown,no
50,admin.,married,secondary,no,222,yes,no,unknown,1,aug,1105,1,-1,0,unknown,no
39,technician,single,secondary,no,478,no,no,unknown,24,apr,317,1,-1,0,unknown,yes
40,blue-collar,divorced,tertiary,no,-3901,no,no,cellular,27,dec,80,2,-1,0,unknown,no
29,self-employed,married,secondary,no,-439,no,yes,unknown,15,nov,313,1,-1,1,unknown,no
40,technician,divorced,tertiary,no,111,no,no,cellular,13,jan,53,13,664,0,unknown,no
37,blue-collar,single,secondary,no,485,no,yes,cellular,22,sep,419,1,-1,0,unknown,no
44,management,married,tertiary,no,-894,yes,no,unknown,6,nov,16,1,-1,1,unknown,no
31,housemaid,married,secondary,no,1070,no,yes,unknown,17,oct,94,9,-1,0,unknown,no
46,admin.,married,tertiary,no,582,yes,no,unknown,17,mar,353,5,-1,0,unknown,yes
57,management,divorced,primary,no,33,yes,no,cellular,13,may,221,13,113,1,unknown,no
39,management,divorced,primary,no,-314,yes,yes,unknown,7,sep,130,3,-1,0,unknown,no
45,admin.,married,primary,no,1090,no,no,unknown,8,jan,12,1,-1,0,unknown,no
48,management,divorced,tertiary,no,-1511,no,no,unknown,2,nov,118,4,-1,0,unknown,no
36,admin.,married,secondary,no,404,yes,no,cellular,21,apr,77,4,-1,2,success,no
43,technician,married,tertiary,no,-755,no,no,cellular,4,mar,453,2,129,1,unknown,yes
41,services,divorced,unknown,no,14,no,no,unknown,5,feb,340,2,576,1,unknown,no
42,admin.,married,tertiary,no,4596,no,no,unknown,1,jan,450,12,-1,1,unknown,no
32,technician,single,secondary,no,193,yes,no,unknown,10,nov,183,2,-1,0,unknown,no
41,entrepreneur,divorced,secondary,no,95,yes,no,cellular,16,jan,118,3,-1,0,unknown,no
46,blue-collar,married,secondary,no,5067,no,no,cellular,19,sep,338,2,-1,1,unknown,no
56,blue-collar,single,tertiary,no,1072,yes,yes,unknown,4,aug,318,2,-1,0,unknown,no
51,self-employed,divorced,secondary,no,6473,yes,no,telephone,19,dec,104,2,-1,0,unknown,yes
64,admin.,married,secondary,no,-1762,yes,no,unknown,28,feb,237,5,-1,2,unknown,no
32,admin.,married,tertiary,no,3887,yes,no,cellular,16,nov,253,2,-1,0,failure,no
50,services,divorced,tertiary,no,395,no,no,cellular,23,nov,394,12,22,2,unknown,no
43,unknown,single,secondary,no,-316,yes,yes,cellular,20,mar,310,1,-1,1,unknown,no
65,management,married,tertiary,no,363,yes,no,telephone,10,aug,375,2,-1,0,unknown,no
32,management,divorced,tertiary,no,2342,no,no,unknown,16,jul,442,6,-1,1,unknown,no
31,unknown,divorced,secondary,no,850,yes,yes,unknown,21,dec,133,1,-1,0,failure,no
34,blue-collar,married,primary,no,3639,yes,yes,cellular,31,jan,75,1,759,0,failure,no
18,blue-collar,married,tertiary,no,1473,yes,no,unknown,30,nov,123,3,-1,1,unknown,no
35,unemployed,married,secondary,no,1245,no,no,cellular,30,mar,80,5,-1,0,unknown,no
32,services,married,tertiary,no,809,yes,no,cellular,26,nov,206,3,-1,3,failure,no
42,admin.,married,primary,no,1630,yes,no,cellular,5,jul,217,1,-1,1,unknown,yes
44,services,married,secondary,no,-467,yes,no,cellular,16,may,151,2,-1,1,unknown,yes
61,technician,single,secondary,no,1259,yes,yes,cellular,2,mar,850,11,-1,0,failure,yes
51,blue-collar,married,secondary,no,-460,no,no,unknown,16,nov,442,7,-1,0,unknown,no
34,management,married,secondary,no,-2783,no,no,unknown,27,jun,65,1,48,2,unknown,no
31,blue-collar,married,secondary,no,1005,no,no,unknown,15,may,206,1,-1,3,unknown,no
46,services,married,secondary,no,216,no,no,telephone,30,apr,182,3,-1,0,unknown,no
26,services,married,secondary,no,686,yes,yes,telephone,12,nov,279,2,-1,0,failure,no
61,admin.,married,tertiary,no,895,yes,no,unknown,7,jun,111,1,-1,1,unknown,no
53,services,divorced,tertiary,no,1834,no,no,cellular,7,feb,40,2,-1,0,failure,no
35,services,single,tertiary,no,-631,no,no,cellular,17,jan,194,2,276,0,unknown,yes
22,admin.,single,secondary,no,-94,yes,no,cellular,22,mar,589,1,-1,0,unknown,no
55,retired,married,tertiary,no,865,yes,no,cellular,20,mar,1646,2,-1,0,unknown,yes
39,self-employed,married,secondary,no,90,no,no,cellular,18,jan,10,2,-1,0,unknown,no
54,management,married,primary,no,579,yes,no,cellular,5,apr,292,2,-1,0,unknown,no
23,unemployed,divorced,tertiary,no,-1290,yes,no,cellular,23,apr,18,1,-1,2,failure,no
34,blue-collar,married,primary,no,1231,no,no,cellular,30,jun,153,2,-1,0,unknown,no
41,admin.,divorced,unknown,no,319,yes,no,cellular,11,may,70,2,-1,1,unknown,no
41,services,married,primary,no,1680,no,no,cellular,26,mar,510,4,-1,0,unknown,no
36,self-employed,married,primary,no,40,no,no,cellular,12,aug,243,1,-1,0,unknown,no
47,unknown,single,primary,no,-236,yes,no,cellular,23,nov,248,1,-1,0,failure,no
29,blue-collar,married,primary,no,315,no,no,cellular,29,jan,236,2,-1,0,unknown,no
39,management,married,secondary,no,5225,no,no,cellular,1,apr,115,2,-1,0,unknown,no
42,management,divorced,tertiary,no,1151,yes,no,unknown,28,jan,132,1,-1,0,success,no
46,technician,married,primary,no,619,no,no,cellular,20,jan,146,1,-1,1,failure,no
48,management,married,tertiary,no,1529,no,no,unknown,13,jan,240,1,-1,0,success,no
28,technician,single,secondary,no,998,yes,no,telephone,29,dec,241,2,-1,0,unknown,no
24,blue-collar,married,tertiary,no,867,no,no,cellular,24,mar,31,3,151,0,unknown,no
55,management,single,secondary,no,738,yes,yes,cellular,28,sep,89,1,-1,1,unknown,no
44,blue-collar,single,tertiary,no,211,yes,no,cellular,7,oct,22,2,251,0,unknown,no
32,unknown,married,primary,no,-848,no,yes,telephone,11,jun,222,4,-1,0,unknown,no
58,blue-collar,married,secondary,no,861,yes,no,cellular,8,aug,407,2,-1,1,unknown,no
42,management,married,secondary,no,-457,no,yes,unknown,24,may,10,1,-1,0,unknown,no
53,admin.,married,secondary,no,-1297,no,no,unknown,14,apr,1034,2,132,0,unknown,yes
41,unknown,divorced,tertiary,no,-55,no,no,cellular,14,feb,64,1,-1,0,unknown,no
63,services,married,tertiary,no,483,yes,no,cellular,13,feb,312,1,-1,0,unknown,no
60,unknown,married,secondary,no,2439,no,no,unknown,15,dec,137,8,-1,0,unknown,no
38,admin.,divorced,tertiary,no,2689,yes,no,cellular,19,apr,434,5,-1,0,failure,no
51,blue-collar,married,secondary,no,192,yes,yes,cellular,1,dec,258,1,-1,1,unknown,no
48,management,married,tertiary,no,4374,no,no,telephone,10,may,170,4,-1,1,unknown,no
56,services,single,primary,no,-406,yes,no,unknown,9,oct,270,1,-1,1,failure,no
30,blue-collar,single,tertiary,no,1538,no,no,unknown,24,nov,82,4,-1,0,unknown,no
48,student,single,tertiary,no,1775,no,yes,cellular,20,jul,580,1,-1,0,unknown,no
52,blue-collar,married,secondary,no,1719,yes,no,unknown,19,sep,232,2,-1,0,unknown,no
21,self-employed,married,tertiary,no,1117,no,no,cellular,25,oct,277,2,-1,0,unknown,no
27,management,married,tertiary,no,1323,yes,no,cellular,8,dec,320,8,-1,0,unknown,no
18,management,divorced,secondary,no,570,no,no,unknown,29,sep,19,1,-1,0,other,no
38,retired,single,secondary,no,1513,yes,no,unknown,13,jun,345,2,-1,0,unknown,yes
48,admin.,divorced,secondary,no,443,no,no,cellular,21,oct,125,3,-1,0,unknown,no
57,unknown,married,tertiary,no,-1534,no,no,cellular,8,jul,178,1,-1,0,unknown,yes
41,technician,single,tertiary,no,-1327,yes,no,cellular,20,jun,253,5,-1,0,unknown,no
58,management,married,secondary,no,647,no,no,unknown,5,may,286,1,-1,3,unknown,no
25,retired,divorced,tertiary,no,1384,yes,no,cellular,12,mar,217,1,-1,1,unknown,no
22,admin.,single,secondary,no,-2231,yes,no,unknown,27,jan,482,2,-1,1,unknown,no
40,management,divorced,secondary,no,-2602,no,no,unknown,7,dec,531,2,-1,0,unknown,no
45,management,divorced,secondary,no,16,no,no,cellular,31,apr,130,2,727,0,unknown,no
40,housemaid,divorced,primary,no,628,yes,no,cellular,6,jan,10,10,597,0,unknown,no
18,technician,single,secondary,no,5634,no,no,cellular,31,jun,138,2,-1,0,unknown,no
40,blue-collar,married,unknown,no,1584,no,no,unknown,18,mar,1,2,-1,2,unknown,no
26,blue-collar,single,secondary,no,921,yes,no,cellular,27,mar,635,11,291,0,unknown,no
48,management,married,secondary,no,754,yes,no,unknown,4,may,10,1,-1,0,success,yes
45,services,married,secondary,no,367,no,no,unknown,13,dec,484,1,-1,1,unknown,no
30,admin.,married,secondary,yes,1032,yes,no,cellular,31,jan,606,1,-1,0,unknown,no
35,retired,married,secondary,no,2248,no,no,unknown,15,sep,302,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,6582,yes,no,cellular,26,sep,37,1,-1,2,other,yes
40,technician,married,tertiary,no,1946,no,no,cellular,5,jun,69,4,760,0,unknown,no
51,management,divorced,secondary,no,654,yes,no,cellular,12,may,605,1,-1,1,unknown,no
30,technician,married,secondary,no,34,no,no,unknown,19,aug,2,4,-1,0,unknown,no
46,management,married,secondary,no,490,yes,no,cellular,25,aug,149,5,-1,0,unknown,no
35,technician,single,secondary,no,2616,no,no,cellular,30,sep,45,3,-1,0,unknown,no
32,student,married,tertiary,no,3248,yes,no,cellular,1,may,851,1,-1,2,unknown,no
39,technician,single,secondary,no,1126,no,no,unknown,14,sep,44,1,629,0,unknown,no
29,technician,divorced,primary,no,6252,yes,yes,cellular,25,dec,137,2,-1,0,unknown,no
34,management,married,secondary,no,692,yes,no,cellular,20,sep,15,1,-1,1,unknown,yes
27,entrepreneur,married,primary,no,391,no,no,cellular,24,nov,407,1,-1,0,unknown,yes
62,technician,single,tertiary,no,-4319,yes,yes,unknown,24,mar,311,3,-1,0,failure,yes
41,entrepreneur,single,secondary,no,334,yes,no,cellular,28,mar,34,4,-1,0,unknown,no
33,admin.,married,secondary,no,2123,yes,no,unknown,16,dec,47,1,-1,0,failure,no
43,technician,divorced,secondary,no,910,no,no,cellular,29,aug,573,3,-1,0,success,no
39,management,married,primary,no,1757,yes,no,cellular,22,dec,1079,1,-1,1,unknown,yes
38,blue-collar,married,secondary,no,-691,yes,no,cellular,6,feb,136,1,426,2,unknown,yes
47,services,married,unknown,no,171,yes,no,telephone,2,mar,122,1,-1,0,unknown,no
49,technician,married,unknown,no,917,yes,no,unknown,10,mar,103,3,-1,0,unknown,no
35,technician,single,secondary,no,1139,no,no,unknown,16,jun,1001,2,-1,1,unknown,no
34,retired,married,secondary,no,1353,yes,no,cellular,13,mar,54,1,-1,0,unknown,no
37,admin.,married,unknown,no,-1806,no,no,cellular,4,oct,35,2,-1,0,unknown,no
18,services,married,secondary,no,-283,no,no,cellular,5,mar,11,1,-1,2,unknown,no
24,self-employed,married,primary,no,6446,yes,yes,cellular,21,dec,137,1,-1,0,failure,no
56,blue-collar,married,tertiary,no,1059,no,no,unknown,5,dec,303,3,768,0,unknown,no
59,unemployed,divorced,tertiary,no,908,no,no,cellular,18,sep,174,2,-1,0,unknown,no
38,admin.,married,tertiary,no,-1147,yes,no,unknown,17,nov,414,4,-1,0,unknown,no
47,housemaid,married,tertiary,no,-151,yes,yes,unknown,7,aug,15,1,-1,0,unknown,no
44,admin.,married,primary,no,320,yes,no,cellular,7,apr,196,2,-1,0,failure,no
74,unemployed,married,secondary,no,1969,yes,no,cellular,4,dec,170,1,-1,0,unknown,no
53,admin.,single,primary,no,4184,yes,no,cellular,23,jul,274,1,-1,0,success,no
39,management,married,tertiary,no,4233,no,no,cellular,27,dec,106,5,343,0,unknown,no
30,technician,married,secondary,no,2363,no,no,cellular,19,apr,72,2,455,0,unknown,no
23,blue-collar,single,tertiary,no,864,no,no,cellular,11,jun,249,1,-1,1,failure,yes
43,admin.,married,secondary,no,3429,no,no,unknown,24,nov,146,2,-1,0,unknown,yes
32,blue-collar,single,tertiary,no,1800,no,yes,unknown,27,nov,46,2,783,0,unknown,yes
25,management,married,tertiary,no,522,no,no,cellular,12,apr,85,10,256,1,other,no
33,management,divorced,secondary,no,-106,no,no,cellular,6,jul,533,1,-1,3,failure,no
29,student,married,secondary,no,276,no,no,unknown,21,aug,31,1,-1,2,unknown,no
59,blue-collar,divorced,tertiary,no,-183,no,no,cellular,25,aug,256,3,-1,1,unknown,no
50,services,married,tertiary,no,3669,yes,no,cellular,23,jan,26,5,-1,5,unknown,no
40,unknown,married,secondary,no,633,yes,yes,cellular,30,apr,314,2,-1,0,unknown,no
57,technician,divorced,secondary,no,617,yes,no,cellular,20,sep,186,1,-1,0,unknown,no
41,services,divorced,unknown,no,606,yes,yes,telephone,17,nov,311,2,-1,0,unknown,no
31,unknown,married,primary,no,360,no,no,cellular,27,jan,232,2,-1,0,unknown,no
57,unknown,single,tertiary,no,4879,yes,no,cellular,31,mar,63,2,248,0,failure,no
46,retired,married,secondary,no,823,yes,no,cellular,29,may,35,1,-1,0,unknown,no
29,blue-collar,married,tertiary,no,3676,yes,no,cellular,3,jun,330,1,-1,1,unknown,no
38,unemployed,divorced,tertiary,no,1394,yes,no,cellular,15,jan,146,1,181,1,unknown,no
31,technician,married,primary,no,1610,yes,no,cellular,12,jul,18,3,-1,0,unknown,no
25,admin.,single,tertiary,no,1219,no,no,cellular,12,feb,203,6,-1,0,success,no
51,unknown,divorced,secondary,no,3543,yes,no,cellular,4,dec,173,1,-1,0,unknown,no
62,entrepreneur,divorced,secondary,no,596,no,no,unknown,10,sep,24,1,-1,0,unknown,no
25,blue-collar,married,secondary,no,-1233,no,no,cellular,26,dec,182,1,-1,0,unknown,no
47,entrepreneur,single,secondary,no,1562,no,no,cellular,18,apr,55,3,118,1,unknown,no
33,blue-collar,married,primary,no,-289,yes,no,unknown,30,may,223,1,631,1,unknown,no
35,management,single,tertiary,no,3514,yes,no,cellular,27,jan,49,1,-1,1,unknown,no
34,retired,married,secondary,no,311,yes,no,cellular,7,oct,68,3,-1,0,unknown,no
31,management,divorced,secondary,no,511,no,yes,cellular,1,dec,65,9,-1,1,unknown,no
41,management,divorced,secondary,no,1701,no,yes,cellular,8,oct,380,2,328,0,unknown,no
31,technician,married,tertiary,no,2510,yes,no,cellular,19,jul,74,2,-1,0,other,yes
43,admin.,single,primary,no,1262,yes,no,cellular,11,sep,116,2,-1,1,unknown,no
40,unknown,single,primary,no,1025,no,yes,unknown,1,nov,457,6,-1,0,unknown,no
38,student,married,secondary,no,3029,yes,no,cellular,29,mar,500,2,-1,0,unknown,no
31,services,married,secondary,no,197,no,no,cellular,17,feb,790,1,-1,1,unknown,no
34,management,single,secondary,no,579,no,yes,unknown,13,nov,319,2,-1,2,failure,no
49,unknown,married,secondary,no,720,no,no,unknown,29,oct,67,5,-1,0,unknown,no
46,admin.,married,tertiary,no,2135,yes,no,cellular,28,may,463,2,-1,0,unknown,no
30,admin.,married,secondary,no,753,yes,no,unknown,15,oct,106,3,-1,0,unknown,no
42,technician,married,primary,no,717,no,no,cellular,26,feb,124,1,-1,0,unknown,no
49,technician,married,secondary,no,571,yes,no,cellular,21,may,525,2,-1,0,unknown,no
22,blue-collar,married,secondary,no,3354,no,yes,unknown,1,may,39,1,-1,0,unknown,no
46,self-employed,married,secondary,no,-586,no,yes,cellular,28,dec,216,8,-1,0,unknown,no
33,retired,married,primary,no,1546,yes,no,cellular,17,dec,230,2,-1,1,unknown,no
47,management,married,tertiary,no,2,yes,no,cellular,24,aug,152,1,-1,0,unknown,no
32,self-employed,divorced,secondary,no,19,yes,no,telephone,15,sep,141,3,-1,0,unknown,no
21,unknown,single,tertiary,no,-455,yes,no,cellular,23,jun,45,1,-1,0,unknown,no
23,unknown,married,secondary,no,2266,yes,no,telephone,15,mar,669,6,-1,0,unknown,no
41,unknown,married,tertiary,no,3891,yes,no,telephone,16,may,90,4,575,0,unknown,no
43,retired,single,secondary,no,3357,no,no,unknown,18,apr,0,2,-1,0,unknown,yes
31,blue-collar,divorced,secondary,no,2471,yes,no,cellular,9,nov,271,1,-1,1,unknown,no
48,retired,divorced,secondary,no,1047,no,yes,telephone,3,mar,2,1,-1,0,unknown,no
22,services,married,secondary,no,1246,yes,no,unknown,6,nov,84,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,4823,yes,yes,cellular,30,may,488,4,387,0,unknown,no
27,services,married,unknown,no,-529,no,no,unknown,9,dec,25,1,-1,0,unknown,no
33,services,married,secondary,no,-2172,yes,no,unknown,6,nov,273,1,-1,1,unknown,no
41,unemployed,divorced,secondary,no,557,no,no,cellular,1,may,831,1,-1,0,unknown,no
31,blue-collar,married,tertiary,no,696,yes,no,cellular,10,mar,7,6,-1,0,unknown,no
36,services,single,tertiary,no,10053,yes,no,cellular,19,aug,151,4,-1,0,unknown,no
52,management,married,unknown,no,2472,no,no,cellular,11,apr,145,1,-1,0,failure,no
34,blue-collar,single,tertiary,no,2396,no,no,cellular,22,may,497,4,-1,0,unknown,no
50,blue-collar,single,secondary,no,99,no,no,cellular,20,jun,168,1,449,2,unknown,no
28,admin.,married,tertiary,no,677,no,yes,unknown,17,jan,2,2,-1,0,unknown,no
46,blue-collar,married,primary,no,202,yes,no,telephone,13,dec,321,1,-1,0,unknown,no
56,admin.,married,tertiary,no,672,no,yes,cellular,8,apr,108,1,-1,2,unknown,yes
18,unknown,married,primary,no,1619,yes,no,cellular,20,jun,161,1,-1,0,unknown,yes
32,admin.,divorced,secondary,no,3322,yes,no,cellular,2,dec,87,2,-1,0,failure,no
